,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
1323,0.095,20.9998,21.9745,219.7885,124.6755,74.5,0.0,0.0,1.72,295.4,23.2,1.69,99.8575,1.164,59.33433333,-0.55,1.622,6.64925,0.0,20.52857143,1.8,3.0,44.176,18.188,18.313,17.679,23.35,25.264,54.02466667,0.0,5781.0,8.333333333,60.0,0.0,0.0,65535.0,60419.5,65535.0,65535.0,51413.0
1326,0.095,20.44433333,22.15,0.9142,0.19525,0.2,0.0,0.0,0.983333333,314.08,19.86666667,1.715,99.865,0.599857143,72.80355556,-0.55,1.892,6.6374,0.0,16.6,1.7,2.0,44.176,18.625,18.313,17.75,19.29,21.51866667,66.639,0.0,65536.0,9.0,60.5,0.0,0.0,65535.0,55175.33333,65535.0,65535.0,43677.66667
1328,0.095,20.9334,22.2975,0.03525,0.0,0.0,0.0,0.0,1.526666667,273.65,19.25,1.69,99.8775,0.54,75.78175,-0.45,1.892,6.626666667,0.0,15.68571429,1.54175,2.0,44.176,18.7815,18.375,17.875,17.89,18.389,80.39,0.0,65536.0,8.8,61.66666667,0.0,0.0,65535.0,53950.66667,65535.0,65535.0,43156.33333
1334,0.095,20.6,22.5436,0.0,0.0,0.0,0.0,0.0,1.805,269.0,14.2,1.5,99.885,0.1185,92.717,-0.366666667,14.5945,6.5806,0.0,11.56,1.4,2.0,44.176,18.792,18.5126,18.125,13.71,14.5815,95.2865,0.0,65536.0,10.0,60.33333333,2.0,3.5,64222.5,55072.0,65535.0,65535.0,44049.0
1335,0.095,20.222,22.6064,0.0,0.0,0.0,0.0,0.0,2.86,228.275,14.43333333,1.5075,99.89666667,0.142714286,91.0476,-0.475,16.35125,6.6806,0.0,10.92,1.314142857,2.0,44.176,18.719,18.5315,18.188,11.03,12.97933333,97.65766667,0.0,65536.0,10.0,61.5,2.5,0.333333333,62504.0,54033.0,65535.0,65535.0,43565.4
1355,0.094,19.24975,22.8135,0.0,0.000333333,0.0,0.0,0.0,1.12,323.25,13.575,1.31,100.3866667,0.24625,83.034,-0.4,5.2432,6.6065,0.0,10.6,1.3,2.0,44.176,18.67225,18.6565,18.125,10.71,12.4315,88.606,0.0,65536.0,10.5,62.0,0.0,0.0,65535.0,55661.66667,65535.0,65535.0,45243.25
1357,0.094,19.222,22.8285,0.0,0.0,0.0,0.0,0.0,0.975,176.88,14.025,1.394,100.378,0.224833333,87.3962,-0.35,6.8108,6.6032,0.0,10.71666667,1.3,2.0,44.176,18.5,18.70866667,18.188,12.23,12.7244,94.361,0.0,65536.0,10.0,62.0,0.0,0.0,64656.5,55413.0,65535.0,65535.0,44922.0
1360,0.0945,18.91675,22.7858,0.0,0.0,0.0,0.0,0.0,0.876666667,65.65,14.6,1.46,100.328,0.1988,88.20866667,-0.366666667,3.784,6.609,0.0,10.84,1.2835,2.0,44.176,18.188,18.719,18.188,13.02,13.497,96.0485,0.0,65536.0,10.5,62.0,0.0,0.0,64680.0,55239.5,65535.0,65535.0,44735.0
1369,0.094,18.889,21.915,998.776,421.6453333,467.25,0.0,0.0,6.76,173.4,28.975,1.62,100.2333333,2.334,41.6505,-0.42,1.351,6.65825,0.0,22.7,1.7,2.2,44.176,17.813,18.6565,17.875,26.75,30.427,46.8545,0.0,65536.0,9.0,60.0,0.0,0.0,65535.0,61011.0,65535.0,65535.0,49186.66667
1372,0.094,18.9336,21.749,333.2128,156.6236,165.8,0.0,0.0,7.835,154.6,26.43333333,2.005,100.27,1.423,59.07133333,-0.55,1.441333333,6.673,0.0,23.05,1.7,2.0,44.176,18.50025,18.5754,17.875,26.55,28.857,43.6065,0.0,9444.0,8.0,60.0,0.0,0.0,65535.0,63382.8,65535.0,65535.0,56571.0
1379,0.094,18.83325,22.679,0.011,0.0,0.0,0.0,0.0,0.826,306.4,16.25,1.698,100.6328571,0.1636,90.93025,-0.433333333,13.17575,6.6245,0.0,13.75,1.3165,2.0,44.176,19.438,18.7345,18.292,14.25,15.9525,93.373,2004.71,65536.0,9.2,61.0,0.0,0.0,64872.5,57347.5,65535.0,65535.0,45310.0
1381,0.094,18.5,22.8,0.001,0.0,0.0,0.0,0.0,1.113333333,307.9666667,16.26,41.244,88.105,-19.5832,1178.4158,-0.5,19.7295,6.625,0.0,12.53333333,1.233333333,2.0,44.176,19.33366667,18.7815,18.438,13.39,14.43166667,96.15,2082.335,65536.0,9.0,61.66666667,0.0,0.0,64633.0,57517.33333,65535.0,65535.0,44973.5
1382,0.094,18.66675,22.84557143,0.0065,0.0005,0.0,0.0,0.0,1.1925,293.825,16.04,1.535,100.734,0.285,83.6186,-0.48,21.75675,6.62175,0.0,12.16,1.2532,2.0,44.176,19.313,18.813,18.469,12.87,14.642,95.9995,2150.49,65536.0,9.5,61.33333333,0.0,0.0,65024.0,57569.0,65535.0,65535.0,45371.0
1385,0.094,18.08325,22.96216667,0.1435,0.46425,0.0,0.0,0.0,1.196666667,312.525,13.875,1.421666667,100.8383333,0.174571429,89.52466667,-0.533333333,27.973,6.625,0.0,10.93333333,1.2,2.0,44.176,18.97933333,18.911,18.563,11.38333333,12.283,95.5666,1996.63,32774.0,10.0,62.0,0.0,0.0,63744.0,57839.5,65535.0,65535.0,44843.0
1388,0.094,18.3335,22.938,896.009,328.7515,351.0,0.0,0.0,0.87,94.7,18.3,1.802,100.935,0.364,83.51025,-0.5,1.802,6.641,0.0,14.7,1.222,2.0,44.176,18.5,18.938,18.5315,14.14,15.537,93.053,2012.09,65536.0,9.0,61.33333333,0.0,0.0,65535.0,59780.0,65535.0,65535.0,47164.75
1395,0.093,17.889,21.532,683.8486667,284.2316667,369.0,0.0,0.0,5.793333333,97.8,27.1,1.6075,101.0633333,1.898,45.4334,-0.566666667,1.441333333,6.6954,0.0,25.9,1.533333333,2.0,44.176,18.75033333,18.938,18.313,31.22,34.03966667,29.027,2008.0625,8202.0,8.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
1406,0.0935,17.8,23.05542857,0.0165,0.0,0.0,0.0,0.0,0.445,207.3,13.925,1.486666667,101.5166667,0.0995,93.784,-0.45,29.79725,6.649,0.0,11.9,1.0665,1.0,44.176,19.58366667,19.125,18.813,11.52,13.24433333,97.07566667,1824.84,65536.0,9.6,62.0,0.0,0.0,64675.0,56064.0,65535.0,65535.0,45305.0
1410,0.093,16.8668,23.1866,134.342,44.209,52.75,0.005666667,0.0,0.612,279.9714286,12.66,1.402,101.5828571,0.0622,95.66714286,-0.433333333,39.54933333,6.6494,0.0,10.275,1.0,1.0,44.17598,19.047,19.188,18.813,10.93,11.895,99.294,1791.105,1058.5,10.33333333,62.25,0.0,0.0,64167.0,56602.0,65535.0,65535.0,44985.0
1420,0.093,16.4,21.7625,243.55825,121.5366,147.0,0.0,0.0,5.942,70.25,27.25,1.75,101.15,1.9075,47.55825,-0.233333333,1.41875,6.72575,0.0,24.13333333,1.3,2.0,44.176,19.063,19.14075,18.5,25.91,31.092,37.99275,1780.453333,7858.666667,8.0,61.0,0.0,0.0,65535.0,63288.25,65535.0,65535.0,58686.0
1442,0.093,15.25,22.6185,727.65425,303.04275,465.6666667,0.0,0.0,7.78,286.375,22.26,1.2625,100.6342857,1.4505,47.5925,-0.333333333,1.41875,6.6406,0.0,17.1,2.266666667,3.0,44.176,19.5,19.563,19.125,20.11,22.392,50.481,1534.886667,36618.5,8.666666667,61.0,8.5,0.0,65535.0,63746.0,65535.0,65535.0,53188.0
1455,0.092,14.2666,23.223,0.013,0.0,0.0,0.0,0.0,2.103333333,279.8666667,11.425,0.968,100.9925,0.37925,71.9574,-0.45,1.802,6.62575,0.0,7.14,1.5,2.0,44.176,18.4375,19.5,18.938,7.05,9.931333333,82.3155,1474.526667,65536.0,12.0,63.0,0.0,0.0,65535.0,57985.5,65535.0,65535.0,46897.0
1457,0.092,14.22216667,23.179,0.001333333,0.0935,0.0,0.0,0.0,1.874285714,194.4333333,10.65,1.004,100.9766667,0.281666667,78.3186,-0.38,1.622,6.6285,0.0,6.4,1.5,2.0,44.176,18.12533333,19.438,18.75,6.716666667,9.032,85.153,1442.343333,32770.0,12.5,63.0,0.0,0.0,65535.0,57287.33333,65535.0,65535.0,47022.0
1463,0.092,14.0,22.68775,1031.972333,467.3568,592.2857143,0.0,0.0,4.615,253.05,19.7,1.073333333,100.8133333,1.196,49.06633333,-0.45,1.261,6.6575,0.0,14.95,1.8,3.0,44.176,17.25,19.313,18.313,16.55,20.966,45.646,1454.07,65536.0,11.0,61.0,0.0,0.0,65535.0,64960.0,65535.0,65535.0,52322.0
1469,0.091333333,13.5336,22.5085,6.9745,7.1885,23.5,0.164333333,0.25,6.435,271.34,15.82,1.285,100.80625,0.5296,75.52475,-0.266666667,1.351,6.586,0.0,12.3,11.4835,18.8666,44.176,17.5315,18.969,17.938,17.82333333,18.806,54.98633333,1388.758,1312.5,12.33333333,61.25,0.0,14.0,65535.0,62704.33333,65535.0,65535.0,48785.75
1477,0.092,12.8668,23.0762,0.0,0.0,0.0,0.0,0.0,2.72,269.1333333,10.45,1.095,100.99,0.174333333,87.16966667,-0.4,5.856,6.58,0.0,6.833333333,8.4,13.0,44.176,17.35433333,18.771,17.875,9.75,10.2895,90.343,0.0,65536.0,13.57142857,62.33333333,0.0,0.0,65535.0,60166.33333,65535.0,65535.0,47238.0
1478,0.092,13.222,23.11125,0.0,0.0,0.0,0.005666667,0.0,3.696,267.55,10.425,1.051666667,101.045,0.211,83.149,-0.5,4.6845,6.5868,0.0,6.38,7.980857143,13.0,44.17602,17.188,18.771,17.813,8.79,9.653,92.09866667,0.0,65536.0,14.0,62.0,27.33333333,0.0,65535.0,59379.0,65535.0,65535.0,47119.0
1480,0.0916,13.23785714,23.16766667,0.0,0.0,0.0,0.0,0.0,2.484,264.12,8.266666667,0.981111111,101.1114286,0.112,89.497,-0.32,6.081,6.594,0.0,5.7,7.433333333,12.0,44.176,16.95866667,18.75,17.75,8.23,8.622,92.13266667,0.0,65536.0,14.5,62.75,25.0,0.0,65535.0,58832.0,65535.0,65535.0,47017.0
1482,0.0915,13.0666,23.241625,81.151,61.9396,61.6,0.0,0.0,2.593333333,275.9666667,8.425,0.99,101.235,0.11675,89.35066667,-0.36,7.838,6.595333333,0.0,5.033333333,7.0,11.0555,44.176,16.625,18.688,17.667,7.35,8.0,94.45033333,0.0,867.75,15.0,63.33333333,19.66666667,0.0,65535.0,58923.25,65535.0,65535.0,46938.66667
1483,0.091,13.33333333,23.2734,499.62825,195.525,248.25,0.0,0.0,3.062857143,267.95,9.82,1.07,101.308,0.1272,89.879,-0.45,2.63525,6.581666667,0.0,6.45,7.0532,11.33333333,44.176,16.50025,18.646,17.60433333,7.19,8.1495,92.8735,0.0,34219.0,15.0,62.66666667,16.75,0.0,65535.0,60274.33333,65535.0,65535.0,47580.0
1492,0.091,13.2,22.539,241.7221429,108.04,121.2857143,0.0,0.0,2.915,271.825,17.5,0.955,101.6433333,1.0445,47.88775,-0.5,1.081,6.56,0.0,12.12,7.55,12.25,44.17596667,16.22933333,18.25,17.0,16.47,21.007,45.01766667,0.0,6236.0,14.75,61.33333333,0.0,0.0,65535.0,64653.4,65535.0,65535.0,51130.0
1494,0.091,13.0,22.7364,0.0,0.07425,0.0,0.0,0.0,1.026666667,316.6,13.16,0.975,101.785,0.577,64.0572,-0.4,1.351,6.578,0.0,9.625,6.45,10.83333333,44.176,16.438,18.188,16.938,13.21,15.47425,57.549,0.0,65536.0,14.75,61.5,0.0,0.0,65535.0,59166.66667,65535.0,65535.0,47871.0
1496,0.0915,13.0,22.9845,0.0,0.0,0.0,0.0,0.0,0.814,301.38,9.62,0.4675,101.902,0.57,61.1144,-0.333333333,3.8918,6.582,0.0,7.38,5.85,9.0,44.175975,16.5,18.10433333,16.938,7.87,9.3715,83.5495,0.0,65536.0,16.2,63.0,0.0,0.0,65535.0,58342.5,65535.0,65535.0,47272.33333
1499,0.0915,13.0,23.27066667,0.0,0.0,0.0,0.0,0.0,0.956666667,309.3666667,7.45,0.9,102.038,0.136,86.66975,-0.4,15.135,6.582,0.0,5.5,4.9,8.0,44.176,16.35433333,18.063,16.938,5.2,6.0585,93.64133333,0.0,65536.0,17.66666667,64.0,0.0,0.0,65535.0,57487.2,65535.0,65535.0,46794.25
1506,0.091,12.6,23.48625,79.821,36.846,30.28571429,0.0,0.0,1.883333333,142.0,6.875,0.8725,102.2933333,0.118625,88.2025,-0.4,29.59475,6.58,0.0,3.1,4.06,6.0,44.176,15.5,17.8855,16.7004,5.29,5.179,96.1225,0.0,864.0,18.0,64.0,0.0,0.0,64808.5,56842.0,65535.0,65535.0,46743.66667
1508,0.091,12.5,23.4068,805.6807778,335.46775,381.6,0.0,0.0,2.881428571,299.125,12.38,1.134,102.414,0.326833333,79.4175,-0.433333333,1.6215,6.57,0.0,6.966666667,4.533333333,7.0,44.176,15.188,17.83366667,16.563,10.56,9.147,90.791,0.0,65536.0,18.66666667,63.5,0.0,0.0,65535.0,60020.25,65535.0,65535.0,47655.0
1521,0.091,13.8,23.07533333,0.0,0.0,0.0,0.0,0.0,0.84,297.1666667,8.666666667,0.958,102.6275,0.169666667,84.8855,-0.45,11.892,6.598,0.0,6.766666667,3.8,6.0,44.17596667,15.875,17.2815,16.063,7.296666667,8.479,89.6665,0.0,65536.0,19.2,63.33333333,0.0,0.0,65535.0,58220.0,65535.0,65535.0,47217.0
1524,0.091,12.5,23.26166667,0.0,0.0,0.0,0.0,0.0,0.525,290.2666667,7.15,0.906666667,102.572,0.097,89.873,-0.35,25.81075,6.605,0.0,4.666666667,3.35,5.0,44.176,15.688,17.2815,16.14075,4.94,5.595666667,95.73,0.0,65536.0,19.0,64.0,0.0,0.0,65535.0,58470.5,65535.0,65535.0,47359.66667
1529,0.091,11.75,23.387,0.0,0.042,0.0,0.0,0.0,0.8,298.525,6.533333333,0.94,102.4866667,0.041,94.993,-0.4,41.6215,6.606666667,0.0,3.5,2.933333333,4.333333333,44.176,15.0315,17.25,16.125,5.25,5.233333333,99.056,0.0,43692.0,19.25,63.6,0.0,0.0,65535.0,59233.33333,65535.0,65535.0,47989.0
1531,0.091,11.75,23.3938,435.9063333,160.5214,157.0,0.0,0.0,0.7475,132.58,7.58,1.056,102.478,0.008,98.98357143,-0.5,41.44166667,6.5975,0.0,5.125,3.033333333,4.5,44.176,14.813,17.2035,16.0105,4.51,4.75075,99.65733333,0.0,5978.0,20.5,63.75,0.0,0.0,65535.0,59474.0,65535.0,65535.0,48153.0
1603,0.09,10.6,23.3978,332.59825,162.03625,171.5,0.0,0.0,2.45,277.8,10.75,1.067142857,101.505,0.22375,83.36766667,-0.45,6.351,6.625,0.0,6.45,1.7,2.0,44.176,15.60433333,16.938,16.125,7.98,8.622,95.283,0.0,2977.0,15.0,63.5,0.0,0.0,65535.0,62103.33333,65535.0,65535.0,50271.0
1626,0.09,10.2,23.4855,22.125,8.52175,4.0,0.0,0.0,1.468333333,303.42,9.583333333,1.0,102.2625,0.1938,83.60966667,-0.45,5.495666667,6.653333333,0.0,6.333333333,1.4,2.0,44.176,15.875,16.875,16.125,6.776666667,8.495,88.877,0.0,1132.714286,15.0,63.0,0.0,0.0,65535.0,60159.25,65535.0,65535.0,48350.0
1627,0.09,10.16666667,23.52825,189.0602,91.822,84.0,0.0,0.0,1.778,287.52,10.74,1.045,102.322,0.22625,82.498,-0.475,3.31075,6.65,0.0,7.5,1.433333333,2.0,44.176,15.8254,16.875,16.125,7.53,7.816333333,91.72766667,0.0,8656.0,14.66666667,62.75,0.0,0.0,65535.0,59925.0,65535.0,65535.0,48658.25
1628,0.09,10.2,23.53025,361.3665,122.5633333,178.6666667,0.0,0.0,4.73,288.975,13.02,1.0825,102.3755556,0.437,72.2612,-0.45,1.351333333,6.6575,0.0,8.525,1.5,2.0,44.176,15.719,16.9065,16.063,10.41,10.9255,80.09,0.0,65536.0,15.0,63.0,0.0,0.0,65535.0,62425.0,65535.0,65535.0,49709.0
1651,0.0894,9.5,23.72425,351.8186667,171.9738,193.5,0.0085,0.0,0.822,270.0666667,4.975,0.866666667,102.1425,0.0245,98.86866667,-0.4,28.784,6.676666667,0.0,4.1,1.1,1.2,44.176,14.75033333,16.75,15.813,0.953333333,1.78,98.4975,0.0,7078.0,18.0,64.33333333,0.0,0.0,65535.0,60525.75,65535.0,65535.0,49825.8
1652,0.08975,9.4,23.64775,568.7562,258.8754,277.6666667,0.0085,0.0,1.23,210.9,9.66,0.965,102.162,0.2182,86.58471429,-0.4,7.2972,6.674,0.0,5.733333333,1.2,2.0,44.176,14.5,16.75,15.75,7.38,6.29175,94.868,0.0,65536.0,15.5,62.5,0.0,0.0,65535.0,61583.0,65535.0,65535.0,50653.0
1772,0.088333333,8.5,23.68342857,629.4536,269.902,287.5,0.0,0.0,3.55125,321.6,10.525,0.917142857,102.2771429,0.3196,74.46,-0.525,1.171,6.725,0.0,5.5,0.7,1.0,44.176,14.2035,16.063,15.063,5.898,7.254,82.647,0.0,65536.0,13.0,64.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59920.0
1979,0.087,8.0,23.234,0.004333333,0.0,0.0,0.0,0.0,2.155,103.2,10.83333333,1.04,101.7,0.23575,82.472,-0.366666667,3.51375,6.7925,0.0,7.0,0.0,0.0,44.176,14.7815,14.625,14.125,9.75,9.717,87.70533333,0.0,65536.0,10.5,62.125,0.0,0.0,65535.0,62490.33333,65535.0,65535.0,58182.66667
2009,0.088,5.5,22.94066667,0.0,0.0,0.0,0.0,0.0,3.293333333,277.3333333,15.42,1.406666667,101.5066667,0.3474,80.33833333,-0.6,1.622,6.863333333,0.0,11.05,0.0,0.0,44.176,15.063,15.0315,14.5,14.866,15.225,83.6505,0.0,65536.0,8.0,61.5,0.0,0.0,50942.0,38205.0,65535.0,65535.0,32841.0
2019,0.088,6.0,22.595,341.08925,152.1005,191.0,0.0,0.0,4.42,289.3666667,22.2,1.23,101.744,1.4476,45.99025,-0.58,1.216,6.884,0.0,19.46666667,0.0,0.0,44.176,15.094,15.188,14.625,21.19,26.678,35.425,0.0,6037.0,6.5,60.0,0.0,0.0,62243.0,65535.0,65535.0,65535.0,65535.0
2025,0.088,5.666666667,23.014,0.0,0.0,0.0,0.0,0.0,1.074,310.65,13.425,1.1525,102.0866667,0.368333333,75.881,-0.5,1.5674,6.846,0.0,10.275,0.0,0.0,44.176,15.75,15.25,14.813,12.61,13.8175,72.01566667,0.0,65536.0,10.0,63.0,0.0,0.0,42324.0,34382.0,65535.0,65535.0,29048.0
2028,0.088,5.6,23.28,0.0,0.0,0.0,0.0,0.0,1.46,294.9666667,9.6,0.98,102.1775,0.202,83.726,-0.4,7.83775,6.83,0.0,7.066666667,0.0,0.0,44.176,15.75,15.35433333,15.0,6.75,8.998333333,88.376,0.0,65536.0,11.0,63.0,0.0,0.0,41369.5,33998.66667,65535.0,65535.0,29005.5
2032,0.088,5.25,23.417,0.0,0.0,0.0,0.0,0.0,1.34,273.3,8.466666667,0.9475,102.2433333,0.150333333,85.94075,-0.4,6.3244,6.834,0.0,5.975,0.0,0.0,44.176,15.3004,15.45866667,15.063,6.1,6.7635,91.711,0.0,65536.0,12.0,63.83333333,0.0,0.0,41492.0,34130.66667,65535.0,65535.0,29208.25
2033,0.088,5.25,23.42733333,0.0,0.0,0.0,0.0,0.0,0.862,296.65,8.18,0.963333333,102.3,0.124,88.834,-0.5,8.1082,6.83,0.0,5.5,0.0,0.0,44.176,15.188,15.5,15.063,6.69,7.371,91.688,0.0,65536.0,11.25,63.0,0.0,0.0,41665.33333,34179.0,65535.0,65535.0,29213.0
2036,0.088,5.75,23.53675,518.03925,232.9243333,238.5,0.0,0.0,1.195,196.775,12.26,1.18,102.43,0.2332,82.547,-0.5,2.49975,6.836666667,0.0,6.333333333,0.0,0.0,44.176,14.83366667,15.5,15.0,6.72,9.892,96.662,0.0,65536.0,11.66666667,63.0,0.0,0.0,40564.0,33811.0,65535.0,65535.0,29055.66667
2064,0.087,5.2,23.1705,996.49,380.1145,338.4,0.0,0.0,4.751666667,51.36666667,18.2,1.163333333,102.6333333,0.9235,55.155,-0.5,1.081,6.88,0.0,13.15,0.0,0.0,44.176,13.688,15.3285,14.417,17.06,19.3385,48.8635,0.0,65536.0,10.0,61.0,0.0,0.0,48334.0,41048.0,65535.0,65535.0,35496.0
2067,0.087,5.0,22.749,269.417,121.7,83.0,0.0,0.0,4.224,60.1,17.975,1.075,102.5716667,1.00075,52.08566667,-0.5,1.081,6.884,0.0,15.475,0.0,0.0,44.176,13.844,15.25,14.25,18.12,23.66433333,37.3405,0.0,6927.166667,9.25,61.0,0.0,0.0,63371.0,65535.0,65535.0,65535.0,53227.0
2095,0.087,5.75,22.90975,0.0,0.0,0.0,0.0,0.0,1.45,86.88,11.3,34.82333333,51.085,-33.48833333,1986.088,-0.4,3.243,6.865,0.0,8.2,0.0,0.0,44.176,14.0315,14.813,13.75,9.79,11.567,84.804,0.0,65536.0,10.66666667,63.0,0.0,0.0,42681.33333,34687.0,65535.0,65535.0,30410.8
2096,0.087,5.5,23.011,0.0,0.0,0.0,0.0,0.0,1.296666667,88.5,10.56666667,1.12,102.1533333,0.157666667,87.682,-0.433333333,9.7975,6.853333333,0.0,7.6,0.0,0.0,44.176,14.125,14.7878,13.7815,8.816666667,10.314,88.0045,0.0,65536.0,11.5,62.5,0.0,0.0,41087.66667,33589.66667,65535.0,65535.0,29415.5
2097,0.087,5.8,23.0945,0.0,0.0,0.0,0.0,0.0,1.135,45.8,10.025,1.1,102.13,0.129,89.48766667,-0.5,16.75675,6.8475,0.0,6.4,0.0,0.0,44.176,14.188,14.75,13.813,7.796666667,9.392666667,91.001,0.0,65536.0,10.5,62.66666667,0.0,0.0,40054.25,32714.5,65535.0,65535.0,28896.0
2100,0.087,5.8,23.25275,0.0,0.0,0.0,0.011333333,0.0,1.502,91.03333333,9.066666667,1.07,102.0075,0.078333333,93.0998,-0.35,38.4322,6.852,0.0,5.275,0.0,0.0,44.176,14.188,14.79725,13.938,7.276666667,8.547,96.3506,0.0,65536.0,11.0,63.0,0.0,1.25,40606.0,33025.33333,65535.0,65535.0,29571.0
2104,0.087,5.25,23.31025,0.0,0.0,0.0,0.0,0.0,1.01,322.2,8.9,1.033333333,101.81,0.066,92.0645,-0.35,39.5945,6.868333333,0.0,3.86,0.0,0.0,44.176,13.8125,14.813,14.0,5.55,6.525,98.559,0.0,65536.0,12.0,63.66666667,2.0,4.0,41324.0,34435.0,65535.0,65535.0,30633.66667
2105,0.087,5.25,23.324,0.0,0.0,0.0,0.005666667,0.0,1.056666667,341.25,7.94,0.996,101.7833333,0.063142857,94.01433333,-0.366666667,37.9458,6.876,0.0,3.44,0.0,0.0,44.176,13.7345,14.83366667,14.0,6.01,7.317,99.16133333,0.0,65536.0,12.0,63.0,3.666666667,4.0,39925.33333,33681.5,65535.0,65535.0,29391.5
2107,0.087,5.75,23.354,160.7046667,74.14466667,19.5,0.0,0.0,1.08,348.0,7.25,1.0275,101.74,0.0385,95.839,-0.4,36.30633333,6.87,0.0,3.25,0.0,0.0,44.176,13.563,14.813,13.95866667,5.383333333,5.8195,100.085,0.0,2778.333333,12.33333333,63.0,2.0,0.75,40350.0,34088.66667,65535.0,65535.0,30334.8
2118,0.0868,5.666666667,22.5512,0.0212,0.0,0.0,0.0,0.0,0.7725,322.8,17.6,1.275,101.5766667,0.737666667,63.2005,-0.633333333,1.351,7.0,0.0,13.6,0.0,0.0,44.176,14.0005,14.67225,13.667,16.91,19.3715,54.50833333,0.0,65536.0,8.666666667,61.5,0.0,0.0,40662.5,32862.33333,65535.0,65535.0,28582.0
2122,0.087,5.75,22.8165,0.0,0.0,0.0,0.0,0.0,0.632,249.1666667,13.86,1.205,101.5733333,0.38,75.9285,-0.433333333,1.351,6.886666667,0.0,10.3,0.0,0.0,44.176,14.5,14.6565,13.844,12.61,13.48966667,76.82283333,0.0,65536.0,8.666666667,61.66666667,0.0,0.0,40441.0,32712.5,65535.0,65535.0,28713.0
2123,0.087,6.0,22.86216667,0.0,0.0,0.0,0.0,0.0,0.7225,280.7,13.4,1.2,101.5625,0.302,78.6215,-0.466666667,1.351,6.88,0.0,9.52,0.0,0.0,44.176,14.563,14.688,13.9065,12.29,12.9335,77.708,0.0,65536.0,9.0,62.0,0.0,0.0,40413.66667,32685.33333,65535.0,65535.0,28692.25
2124,0.087,5.6,22.91666667,0.0,0.0,0.0,0.0,0.0,0.975,295.2,12.425,1.16,101.56,0.2765,80.4365,-0.466666667,1.531666667,6.8675,0.0,9.1,0.0,0.0,44.176,14.563,14.688,13.938,10.93,11.35466667,83.805,0.0,65536.0,9.666666667,63.0,0.0,0.0,40252.5,32602.25,65535.0,65535.0,28696.0
2126,0.087666667,5.25,22.978,0.0,0.0,0.0,0.0,0.0,0.7775,286.5,12.95,1.17,101.575,0.320333333,78.95025,-0.466666667,1.622,6.8825,0.0,9.3,0.0,0.0,44.176,14.54725,14.75,14.063,11.57,11.88333333,82.62633333,0.0,65536.0,8.5,62.0,0.0,0.0,40324.66667,32563.66667,65535.0,65535.0,28657.33333
2127,0.087,5.25,22.994,0.0,0.0,0.0,0.0,0.0,0.83,246.95,13.16,1.204,101.5833333,0.3065,79.19125,-0.4,1.622,6.883333333,0.0,9.3,0.0,0.0,44.176,14.5,14.75,14.063,11.95666667,12.19733333,82.3234,0.0,65536.0,9.25,62.0,0.0,0.0,40314.25,32561.0,65535.0,65535.0,28634.0
2143,0.087,6.0,22.88,0.0,0.0,0.0,0.0,0.0,1.335,287.65,14.4,1.1975,101.865,0.461,73.3745,-0.4,1.351,6.923333333,0.0,10.6,0.0,0.0,44.176,15.08366667,14.938,14.25,8.79,13.689,74.609,0.0,65536.0,9.0,62.0,0.0,0.0,36141.5,28511.75,65535.0,65535.0,25733.5
2147,0.087,5.0,23.1935,0.0,0.0,0.0,0.0,0.0,1.324,289.3,11.88,0.98,102.04,0.384,70.348,-0.4,1.5678,6.8625,0.0,7.7,0.0,0.0,44.176,15.1565,15.0,14.5,7.5,10.899,81.38233333,0.0,65536.0,8.75,62.0,0.0,0.0,36054.0,28322.5,65535.0,65535.0,25703.0
2149,0.087,5.2,23.31375,0.0,0.0,0.0,0.0,0.0,1.41,303.4666667,9.425,0.946666667,102.0575,0.233666667,79.43133333,-0.4,1.757,6.8625,0.0,6.05,0.0,0.0,44.176,15.0,15.063,14.563,4.94,8.664,83.14833333,0.0,65536.0,10.0,63.25,0.0,0.0,36076.0,28300.0,65535.0,65535.0,25764.25
2154,0.087,5.5,23.49375,13.73066667,3.978333333,1.5,0.0,0.0,0.79,304.4666667,5.625,0.81,102.08,0.10275,88.657,-0.35,18.4235,6.868,0.0,2.8,0.0,0.0,44.176,14.5,15.1628,14.563,0.43,5.318,94.04766667,0.0,287.5,11.33333333,64.25,0.0,0.0,33743.75,26780.75,65535.0,65535.0,24540.5
